"geneid","gene_name"
"48589","ENSG00000258741","H2AZ2P1"
"48590","ENSG00000161055","SCGB3A1"
"48591","ENSG00000259790","ANP32BP1"
"48593","ENSG00000260266","PPIAP46"
"48595","ENSG00000181234","TMEM132C"
"48598","ENSG00000037280","FLT4"
"48600","ENSG00000105640","RPL18A"
"48602","ENSG00000123395","ATG101"
"48604","ENSG00000207695","MIR184"
"48605","ENSG00000259419","HNRNPCP3"
"48606","ENSG00000235711","ANKRD34C"
"48607","ENSG00000166557","TMED3"
"48609","ENSG00000168803","MAPDA"
"48610","ENSG00000233140","PSMB8-AS1"
"48611","ENSG00000256660","CLEC12B"
"48612","ENSG00000154928","EPHB1"
"48613","ENSG00000198513","ATL1"
"48615","ENSG00000224098","RPL32P1"
"48616","ENSG00000229202","PRR3"
"48617","ENSG00000223957","NEU1"
"48618","ENSG00000174990","CA5A"
"48619","ENSG00000223305","RN7SKP30"
"48620","ENSG00000163440","PDCL2"
"48621","ENSG00000207166","SNORA68"
"48623","ENSG00000105641","SLC5A5"
"48624","ENSG00000198673","TAFA2"
"48625","ENSG00000109255","NMU"
"48626","ENSG00000122406","RPL5"
"48627","ENSG00000169758","TMEM266"
"48628","ENSG00000231939","HLA-DQB1"
"48632","ENSG00000013523","ANGEL1"
"48633","ENSG00000172530","BANP"
"48634","ENSG00000084453","SLCO1A2"
"48635","ENSG00000142208","AKT1"
"48636","ENSG00000226175","PAIP1P1"
"48637","ENSG00000237145","MTCO3P1"
"48639","ENSG00000231974","APOM"
"48641","ENSG00000197857","ZNF44"
"48642","ENSG00000233317","MTCO3P1"
"48643","ENSG00000236033","HCG4B"
"48644","ENSG00000242511","RPL23AP1"
"48645","ENSG00000239457","HLA-DOB"
"48646","ENSG00000253332","RPL7AP80"
"48648","ENSG00000114654","EFCC1"
"48649","ENSG00000196115","ADAM5"
"48650","ENSG00000198838","RYR3"
"48651","ENSG00000154511","DIPK1A"
"48652","ENSG00000189430","NCR1"
"48653","ENSG00000172995","ARPP21"
"48654","ENSG00000232099","ZFP57"
"48655","ENSG00000197475","ADAM3A"
"48656","ENSG00000251923","RNU6-276P"
"48657","ENSG00000250821","EXOC1L"
"48658","ENSG00000090989","EXOC1"
"48660","ENSG00000233650","OR2AD1P"
"48661","ENSG00000229698","HLA-F"
"48662","ENSG00000237733","RNF39"
"48663","ENSG00000206680","SNORD21"
"48664","ENSG00000207523","SNORA66"
"48666","ENSG00000252121","RNU6-970P"
"48667","ENSG00000239710","RN7SL692P"
"48669","ENSG00000252752","RNU6-210P"
"48670","ENSG00000229265","USP8P1"
"48671","ENSG00000222664","RN7SKP123"
"48673","ENSG00000239329","HLA-DMB"
"48674","ENSG00000143033","MTF2"
"48676","ENSG00000168619","ADAM18"
"48678","ENSG00000022556","NLRP2"
"48679","ENSG00000227565","NFKBIL1"
"48681","ENSG00000286135","SPADH"
"48683","ENSG00000079393","DUSP13B"
"48684","ENSG00000187510","PLEKHG7"
"48685","ENSG00000231225","MICA"
"48686","ENSG00000090975","PITPNM2"
"48688","ENSG00000237448","RPL3P2"
"48689","ENSG00000229216","PPIAP9"
"48690","ENSG00000233604","DHFRP2"
"48692","ENSG00000293543","DUSP13A"
"48704","ENSG00000265116","SNORD117"
"48705","ENSG00000265325","SNORD84"
"48708","ENSG00000266847","SNORA38"
"48709","ENSG00000248717","LINC02222"
"48711","ENSG00000265663","SNORD32B"
"48712","ENSG00000236791","OR2AI1P"
"48717","ENSG00000234508","GPSM3"
"48722","ENSG00000224736","HLA-V"
"48723","ENSG00000290328","HLA-V"
"48724","ENSG00000274553","CICP15"
"48726","ENSG00000254132","MTND6P3"
"48727","ENSG00000251544","MTND5P12"
"48728","ENSG00000202358","RNU6-652P"
"48729","ENSG00000174799","CEP135"
"48730","ENSG00000251340","MTCYBP35"
"48732","ENSG00000133302","SLF1"
"48733","ENSG00000239618","HLA-L"
"48734","ENSG00000290349","HLA-L"
"48735","ENSG00000233584","HLA-DPB2"
"48738","ENSG00000290356","HCG22"
"48739","ENSG00000104755","ADAM2"
"48740","ENSG00000223439","HLA-J"
"48741","ENSG00000183559","C10orf120"
"48743","ENSG00000238101","FAM8A5P"
"48744","ENSG00000236898","HLA-DPA2"
"48745","ENSG00000176584","DMBT1L1"
"48746","ENSG00000234046","TRIM26"
"48747","ENSG00000236488","PPP1R2P1"
"48752","ENSG00000227826","HLA-DRB4"
"48753","ENSG00000165685","TMEM52B"
"48754","ENSG00000138161","CUZD1"
"48758","ENSG00000154556","SORBS2"
"48760","ENSG00000008323","PLEKHG6"
"48761","ENSG00000243806","RPL7P18"
"48763","ENSG00000185261","KIAA0825"
"48764","ENSG00000201999","RNA5SP428"
"48768","ENSG00000166546","BEAN1"
"48770","ENSG00000189410","SH2D5"
"48771","ENSG00000213185","FAM24B"
"48772","ENSG00000113648","MACROH2A1"
"48774","ENSG00000108588","CCDC47"
"48775","ENSG00000255624","C10orf88B"
"48776","ENSG00000135048","CEMIP2"
"48777","ENSG00000203795","FAM24A"
"48778","ENSG00000119965","C10orf88"
"48779","ENSG00000236561","MOG"
"48780","ENSG00000187555","USP7"
"48781","ENSG00000243494","RPL36AP50"
"48784","ENSG00000099814","CEP170B"
"48785","ENSG00000251914","RNU7-200P"
"48786","ENSG00000221808","MIR1256"
"48787","ENSG00000233072","RPS15AP6"
"48790","ENSG00000235112","HSPE1P27"
"48791","ENSG00000160439","RDH13"
"48793","ENSG00000179988","PSTK"
"48794","ENSG00000117298","ECE1"
"48795","ENSG00000198231","DDX42"
"48796","ENSG00000095574","IKZF5"
"48798","ENSG00000188316","ENO4"
"48799","ENSG00000173464","RNASE11"
"48800","ENSG00000136052","SLC41A2"
"48801","ENSG00000252149","RNA5SP315"
"48803","ENSG00000182652","OR4Q3"
"48804","ENSG00000189013","KIR2DL4"
"48805","ENSG00000107796","ACTA2"
"48806","ENSG00000100599","RIN3"
"48807","ENSG00000082175","PGR"
"48810","ENSG00000136045","PWP1"
"48812","ENSG00000164941","INTS8"
"48814","ENSG00000107362","ABHD17B"
"48819","ENSG00000259000","DOCK11P1"
"48822","ENSG00000259046","RRAGAP1"
"48823","ENSG00000155621","C9orf85"
"48824","ENSG00000179476","C14orf28"
"48825","ENSG00000179454","KLHL28"
"48826","ENSG00000240441","RPL17P38"
"48827","ENSG00000236060","HSPB1P1"
"48828","ENSG00000108592","FTSJ3"
"48829","ENSG00000110851","PRDM4"
"48830","ENSG00000204669","C9orf57"
"48831","ENSG00000198718","TOGARAM1"
"48832","ENSG00000224820","BTF3P4"
"48833","ENSG00000182150","ERCC6L2"
"48834","ENSG00000258136","PRDM4-AS1"
"48835","ENSG00000107779","BMPR1A"
"48838","ENSG00000168255","POLR2J3"
"48839","ENSG00000187855","ASCL4"
"48840","ENSG00000139364","TMEM132B"
"48841","ENSG00000023171","GRAMD1B"
"48843","ENSG00000213218","CSH2"
"48848","ENSG00000268238","IGFL1P2"
"48849","ENSG00000124440","HIF3A"
"48850","ENSG00000197111","PCBP2"
"48851","ENSG00000231105","ECE1-AS1"
"48854","ENSG00000139910","NOVA1"
"48855","ENSG00000143502","SUSD4"
"48856","ENSG00000183336","BOLA2"
"48857","ENSG00000226826","HLA-DPB1"
"48858","ENSG00000261740","BOLA2-SMG1P6"
"48859","ENSG00000102898","NUTF2"
"48860","ENSG00000284981","UPK3BL2"
"48861","ENSG00000285437","POLR2J3"
"48862","ENSG00000103051","COG4"
"48863","ENSG00000136487","GH2"
"48864","ENSG00000171862","PTEN"
"48865","ENSG00000228049","POLR2J2"
"48867","ENSG00000257842","NOVA1-DT"
"48868","ENSG00000078549","ADCYAP1R1"
"48869","ENSG00000257845","LINC02294"
"48870","ENSG00000257612","MIR4307HG"
"48871","ENSG00000165072","MAMDC2"
"48872","ENSG00000152784","PRDM8"
"48873","ENSG00000224507","TSBP1-AS1"
"48875","ENSG00000229499","MICG"
"48876","ENSG00000187595","ZNF385C"
"48877","ENSG00000231000","RPS17P1"
"48878","ENSG00000237865","SUCLA2P1"
"48879","ENSG00000265165","MIR4307"
"48880","ENSG00000230143","FLOT1"
"48881","ENSG00000258932","MIR3171HG"
"48883","ENSG00000222465","RNU2-5P"
"48884","ENSG00000236801","RPL24P8"
"48885","ENSG00000257523","LINC02326"
"48888","ENSG00000221844","DPP3P2"
"48891","ENSG00000212454","RNA5SP286"
"48894","ENSG00000251789","RNU4-57P"
"48896","ENSG00000178395","CCDC185"
"48900","ENSG00000196166","LINC03042"
"48901","ENSG00000206835","RNU1-74P"
"48902","ENSG00000108604","SMARCD2"
"48903","ENSG00000198963","RORB"
"48904","ENSG00000162620","LRRIQ3"
"48905","ENSG00000265599","MIR4471"
"48906","ENSG00000202360","RN7SKP249"
"48907","ENSG00000261087","ZNNT1"
"48908","ENSG00000254063","DUXAP2"
"48909","ENSG00000228224","NACA4P"
"48910","ENSG00000239211","RN7SL563P"
"48914","ENSG00000138675","FGF5"
"48916","ENSG00000177311","ZBTB38"
"48919","ENSG00000234616","JRK"
"48920","ENSG00000048342","CC2D2A"
"48921","ENSG00000199796","RNU6-924P"
"48922","ENSG00000011485","PPP5C"
"48923","ENSG00000129480","DTD2"
"48924","ENSG00000116783","TNNI3K"
"48925","ENSG00000232109","VN1R54P"
"48926","ENSG00000231009","CUBNP1"
"48928","ENSG00000214943","GPR33"
"48929","ENSG00000230425","RSU1P1"
"48931","ENSG00000119121","TRPM6"
"48932","ENSG00000223087","RNU6-602P"
"48933","ENSG00000270552","DUXAP3"
"48934","ENSG00000207412","RNU6-455P"
"48936","ENSG00000165733","BMS1"
"48938","ENSG00000253563","NKX2-1-AS1"
"48939","ENSG00000167653","PSCA"
"48941","ENSG00000160886","LY6K"
"48942","ENSG00000259019","EIF4BP1"
"48944","ENSG00000259148","YWHAZP1"
"48945","ENSG00000189139","FSCB"
"48948","ENSG00000136205","TNS3"
"48951","ENSG00000170881","RNF139"
"48953","ENSG00000207366","RNU6-297P"
"48956","ENSG00000242417","RPL18P1"
"48957","ENSG00000147509","RGS20"
"48959","ENSG00000252416","RNU6-885P"
"48960","ENSG00000165731","RET"
"48961","ENSG00000140153","WDR20"
"48962","ENSG00000038382","TRIO"
"48967","ENSG00000159251","ACTC1"
"48968","ENSG00000212659","KRTAP9-6"
"48969","ENSG00000180386","KRTAP9-7"
"48970","ENSG00000260287","TBC1D3G"
"48971","ENSG00000163946","TASOR"
"48972","ENSG00000022976","ZNF839"
"48973","ENSG00000223833","NCR3"
"48976","ENSG00000162621","LRRC53"
"48977","ENSG00000178965","ERICH3"
"48979","ENSG00000036565","SLC18A1"
"48980","ENSG00000038532","CLEC16A"
"48981","ENSG00000169515","CCDC8"
"48982","ENSG00000189348","FAM90A27P"
"48983","ENSG00000274226","TBC1D3H"
"48984","ENSG00000180532","ZSCAN4"
"48985","ENSG00000141965","FEM1A"
"48987","ENSG00000127666","TICAM1"
"48988","ENSG00000140416","TPM1"
"48989","ENSG00000116791","CRYZ"
"48990","ENSG00000105355","PLIN3"
"48991","ENSG00000277029","RNU6-1192P"
"48992","ENSG00000232146","OR2B4P"
"48993","ENSG00000274658","TBC1D3JP"
"48994","ENSG00000227772","MICB"
"48995","ENSG00000274164","RNA5SP439"
"48996","ENSG00000277161","PIGW"
"48997","ENSG00000100865","CINP"
"48999","ENSG00000278619","MRM1"
"49000","ENSG00000234319","RPS12P2"
"49001","ENSG00000234743","EIF5AP4"
"49003","ENSG00000151224","MAT1A"
"49004","ENSG00000167895","TMC8"
"49005","ENSG00000137745","MMP13"
"49006","ENSG00000233931","TRIM40"
"49007","ENSG00000196663","TECPR2"
"49008","ENSG00000276043","UHRF1"
"49009","ENSG00000122545","SEPTIN7"
"49010","ENSG00000114124","GRK7"
"49011","ENSG00000232950","ZNF519P1"
"49013","ENSG00000170788","DYDC1"
"49014","ENSG00000229408","OR2H1"
"49015","ENSG00000131389","SLC6A6"
"49016","ENSG00000243215","HLA-DMA"
"49021","ENSG00000282977","PCBP2-OT1"
"49025","ENSG00000139625","MAP3K12"
"49029","ENSG00000103264","FBXO31"
"49030","ENSG00000133665","DYDC2"
"49032","ENSG00000177106","EPS8L2"
"49036","ENSG00000140941","MAP1LC3B"
"49040","ENSG00000150756","ATPSCKMT"
"49041","ENSG00000164134","NAA15"
"49042","ENSG00000283879","MTND6P35"
"49043","ENSG00000266529","MTCYBP13"
"49045","ENSG00000264168","MTND1P15"
"49046","ENSG00000263914","MTND2P13"
"49048","ENSG00000241225","NMTRS-TGA3-1"
"49049","ENSG00000263483","MTATP6P3"
"49050","ENSG00000264316","MTCO3P13"
"49053","ENSG00000231670","OR2N1P"
"49055","ENSG00000236515","ZBTB9"
"49056","ENSG00000122378","PRXL2A"
"49057","ENSG00000136488","CSH1"
"49058","ENSG00000232523","LINC02569"
"49059","ENSG00000162623","TYW3"
"49060","ENSG00000238114","LTB"
"49061","ENSG00000202217","RN7SKP47"
"49062","ENSG00000270954","RPSAP75"
"49063","ENSG00000252758","RNU6-445P"
"49065","ENSG00000135045","C9orf40"
"49066","ENSG00000156017","CARNMT1"
"49075","ENSG00000267281","ATF7-NPFF"
"49078","ENSG00000205629","LCMT1"
"49079","ENSG00000150753","CCT5"
"49080","ENSG00000225592","OR2H4P"
"49081","ENSG00000258592","LINC03059"
"49082","ENSG00000170653","ATF7"
"49083","ENSG00000230545","HLA-F-AS1"
"49084","ENSG00000243388","RPL3P3"
"49086","ENSG00000235302","LY6G6D"
"49087","ENSG00000088808","PPP1R13B"
"49088","ENSG00000259030","FPGT-TNNI3K"
"49091","ENSG00000080608","PUM3"
"49092","ENSG00000007312","CD79B"
"49093","ENSG00000223860","MCCD1P1"
"49094","ENSG00000224952","PBX2"
"49096","ENSG00000188729","OSTN"
"49097","ENSG00000127540","UQCR11"
"49098","ENSG00000168386","FILIP1L"
"49100","ENSG00000232421","TUBB"
"49101","ENSG00000263409","MIR4747"
"49102","ENSG00000252933","RNU6-1223P"
"49103","ENSG00000108219","TSPAN14"
"49104","ENSG00000171124","FUT3"
"49105","ENSG00000147416","ATP6V1B2"
"49106","ENSG00000018510","AGPS"
"49107","ENSG00000240626","RN7SL150P"
"49108","ENSG00000181789","COPG1"
"49109","ENSG00000277013","SUNO1"
"49110","ENSG00000166359","WDR88"
"49112","ENSG00000266166","RN7SL557P"
"49113","ENSG00000103375","AQP8"
"49114","ENSG00000007216","SLC13A2"
"49115","ENSG00000231631","PSMB8"
"49120","ENSG00000130881","LRP3"
"49121","ENSG00000266255","MIR4475"
"49122","ENSG00000264922","MIR4540"
"49123","ENSG00000155592","ZKSCAN2"
"49124","ENSG00000265368","MIR4476"
"49127","ENSG00000273024","INTS4P2"
"49130","ENSG00000135390","ATP5MC2"
"49132","ENSG00000224307","LINC02975"
"49133","ENSG00000233901","LINC01503"
"49134","ENSG00000185037","ZNF733P"
"49137","ENSG00000156411","ATP5MJ"
"49138","ENSG00000181625","SLX1B"
"49141","ENSG00000130876","SLC7A10"
"49142","ENSG00000159860","TCAF2P1"
"49143","ENSG00000240031","OR9A3P"
"49145","ENSG00000244292","OR9N1P"
"49147","ENSG00000272595","OR10AH1P"
"49148","ENSG00000242294","STAG3L5P"
"49149","ENSG00000227038","GTF2IP7"
"49151","ENSG00000228903","RASA4CP"
"49152","ENSG00000148335","NTMT1"
"49153","ENSG00000179420","OR6W1P"
"49155","ENSG00000230467","RNF39"
"49156","ENSG00000276067","SLC23A4P"
"49157","ENSG00000278658","MIR6826"
"49158","ENSG00000183624","HMCES"
"49159","ENSG00000213470","RPL31P51"
"49162","ENSG00000198774","RASSF9"
"49163","ENSG00000109101","FOXN1"
"49164","ENSG00000225432","LINC02829"
"49165","ENSG00000183122","OR2A3P"
"49166","ENSG00000170356","OR2A20P"
"49167","ENSG00000228960","OR2A9P"
"49168","ENSG00000230414","HLA-DQB1-AS1"
"49169","ENSG00000133636","NTS"
"49172","ENSG00000232180","SLC44A4"
"49173","ENSG00000141499","WRAP53"
"49174","ENSG00000243864","RPS3AP50"
"49175","ENSG00000106133","NSUN5P2"
"49176","ENSG00000222267","RNU6-892P"
"49177","ENSG00000061337","LZTS1"
"49178","ENSG00000266899","AKR1B1P7"
"49179","ENSG00000215909","BRWD1P1"
"49181","ENSG00000153879","CEBPG"
"49182","ENSG00000222952","RNA5SP41"
"49183","ENSG00000174353","STAG3L3"
"49187","ENSG00000164237","CMBL"
"49188","ENSG00000199352","RNA5S1"
"49189","ENSG00000201588","RNA5S2"
"49190","ENSG00000199337","RNA5S3"
"49191","ENSG00000200381","RNA5S4"
"49192","ENSG00000199396","RNA5S5"
"49193","ENSG00000200624","RNA5S6"
"49194","ENSG00000202521","RNA5S7"
"49195","ENSG00000253733","LZTS1-AS1"
"49196","ENSG00000200343","RNA5S8"
"49198","ENSG00000201321","RNA5S9"
"49199","ENSG00000199910","RNA5S10"
"49200","ENSG00000274467","RNA5SP257"
"49202","ENSG00000156414","TDRD9"
"49204","ENSG00000079459","FDFT1"
"49206","ENSG00000199334","RNA5S11"
"49207","ENSG00000182050","MGAT4C"
"49208","ENSG00000199270","RNA5S12"
"49210","ENSG00000202526","RNA5S13"
"49211","ENSG00000201355","RNA5S14"
"49212","ENSG00000201925","RNA5S15"
"49213","ENSG00000232429","RPL21P131"
"49214","ENSG00000202257","RNA5S16"
"49215","ENSG00000200370","RNA5S17"
"49216","ENSG00000212237","RNA5SP18"
"49217","ENSG00000183929","DUSP5P1"
"49220","ENSG00000277072","STAG3L2"
"49222","ENSG00000220008","LINGO3"
"49223","ENSG00000250799","PRODH2"
"49224","ENSG00000224578","HNRNPA1L3"
"49228","ENSG00000008710","PKD1"
"49229","ENSG00000277073","MIR6131"
"49230","ENSG00000249693","SPMAP2L"
"49231","ENSG00000146722","FKBP6P2"
"49232","ENSG00000244361","RPL30P7"
"49233","ENSG00000154358","OBSCN"
"49234","ENSG00000168967","PMCHL1"
"49235","ENSG00000187953","PMS2CL"
"49236","ENSG00000205449","NBPF22P"
"49237","ENSG00000179058","C9orf50"
"49239","ENSG00000248590","GLDCP1"
"49241","ENSG00000128040","SPINK2"
"49242","ENSG00000241598","KRTAP5-4"
"49244","ENSG00000204571","KRTAP5-11"
"49245","ENSG00000169040","PMCHL2"
"49246","ENSG00000214544","GTF2IRD2P1"
"49247","ENSG00000148331","ASB6"
"49248","ENSG00000255622","PCDHB17P"
"49249","ENSG00000146001","PCDHB18P"
"49250","ENSG00000177947","CIMAP1A"
"49251","ENSG00000262096","PCDHB19P"
"49252","ENSG00000283559","CEP192P1"
"49253","ENSG00000139132","FGD4"
"49254","ENSG00000234585","CCT6P3"
"49255","ENSG00000246596","SIMC1P1"
"49256","ENSG00000229833","PET100"
"49258","ENSG00000185986","SDHAP3"
"49259","ENSG00000167157","PRRX2"
"49260","ENSG00000196810","CTBP1-DT"
"49262","ENSG00000277053","GTF2IP1"
"49263","ENSG00000206732","RNU6-936P"
"49264","ENSG00000138092","CENPO"
"49265","ENSG00000076944","STXBP2"
"49266","ENSG00000276291","FRG1HP"
"49268","ENSG00000185627","PSMD13"
"49269","ENSG00000277778","PGM5P2"
"49271","ENSG00000225696","ZNF70P1"
"49272","ENSG00000236014","VPS52"
"49273","ENSG00000174473","GALNTL6"
"49274","ENSG00000197083","ZNF300P1"
"49275","ENSG00000273514","FOXD4L6"
"49276","ENSG00000215126","ZNG1F"
"49277","ENSG00000250765","SEPTIN14P5"
"49278","ENSG00000226259","GTF2H2B"
"49279","ENSG00000272655","POLR2J4"
"49280","ENSG00000248916","NUP210P3"
"49281","ENSG00000272693","NUPR2P1"
"49282","ENSG00000205583","STAG3L1"
"49283","ENSG00000270492","MARK2P3"
"49284","ENSG00000270773","MARK2P19"
"49285","ENSG00000207088","SNORA7B"
"49286","ENSG00000129071","MBD4"
"49287","ENSG00000178217","SH2D4B"
"49288","ENSG00000179994","SPDYE7P"
"49290","ENSG00000222761","RNU6-684P"
"49291","ENSG00000211895","IGHA1"
"49293","ENSG00000176826","FKBP9P1"
"49296","ENSG00000198155","ZNF876P"
"49297","ENSG00000253692","IGHEP1"
"49301","ENSG00000186777","ZNF732"
"49302","ENSG00000226777","FAM30A"
"49304","ENSG00000115137","DNAJC27"
"49305","ENSG00000235106","BRD3OS"
"49306","ENSG00000159904","ZNF890P"
"49307","ENSG00000233353","RPS7P9"
"49309","ENSG00000127957","PMS2P3"
"49310","ENSG00000233135","RPS27P18"
"49311","ENSG00000175018","TEX36"
"49312","ENSG00000131127","ZNF141"
"49313","ENSG00000235944","ZNF815P"
"49314","ENSG00000169925","BRD3"
"49315","ENSG00000266074","BAHCC1"
"49317","ENSG00000214297","ALDOAP2"
"49319","ENSG00000133624","ZNF767P"
"49320","ENSG00000224023","EDRF1-DT"
"49322","ENSG00000258819","LINC02289"
"49323","ENSG00000235436","DPY19L2P4"
"49325","ENSG00000214439","FAM185BP"
"49327","ENSG00000207642","MIR571"
"49328","ENSG00000249025","ZNF519P4"
"49329","ENSG00000228409","CCT6P1"
"49331","ENSG00000236991","EDRF1-AS1"
"49332","ENSG00000182903","ZNF721"
"49333","ENSG00000198894","CIPC"
"49334","ENSG00000250687","NAIPP1"
"49335","ENSG00000237953","RPS13P5"
"49338","ENSG00000276653","RN7SL856P"
"49339","ENSG00000229593","SUCLA2P3"
"49340","ENSG00000249073","WSPAR"
"49341","ENSG00000113583","C5orf15"
"49342","ENSG00000107938","EDRF1"
"49343","ENSG00000138031","ADCY3"
"49344","ENSG00000189212","DPY19L2P1"
"49345","ENSG00000141524","TMC6"
"49346","ENSG00000250361","GYPB"
"49347","ENSG00000229180","RABGEF1P1"
"49348","ENSG00000170629","DPY19L2P2"
"49350","ENSG00000271525","ARF4P1"
"49351","ENSG00000213585","VDAC1"
"49352","ENSG00000165282","PIGO"
"49354","ENSG00000165548","TMEM63C"
"49355","ENSG00000205763","RP9P"
"49357","ENSG00000163914","RHO"
"49358","ENSG00000223705","NSUN5P1"
"49359","ENSG00000124299","PEPD"
"49360","ENSG00000112200","ZNF451"
"49361","ENSG00000225648","SBDSP1"
"49363","ENSG00000081059","TCF7"
"49364","ENSG00000178804","H1-8"
"49365","ENSG00000106610","STAG3L4"
"49366","ENSG00000067601","PMS2P4"
"49367","ENSG00000078319","PMS2P1"
"49369","ENSG00000004399","PLXND1"
"49370","ENSG00000230583","GTF2IRD1P1"
"49371","ENSG00000214765","SEPTIN7P2"
"49374","ENSG00000135226","UGT2B28"
"49375","ENSG00000272556","GTF2IP13"
"49376","ENSG00000252369","RNU7-51P"
"49377","ENSG00000258804","LINC01148"
"49378","ENSG00000227855","DPY19L2P3"
"49386","ENSG00000258859","LINC02296"
"49387","ENSG00000091127","PUS7"
"49388","ENSG00000166800","LDHAL6A"
"49392","ENSG00000258770","LINC02330"
"49393","ENSG00000173349","SFT2D3"
"49394","ENSG00000054983","GALC"
"49395","ENSG00000201470","RNY4P7"
"49397","ENSG00000274010","ZFP91P1"
"49399","ENSG00000144231","POLR2D"
"49400","ENSG00000215110","UGT2B25P"
"49401","ENSG00000231825","PRRC2A"
"49403","ENSG00000249956","UGT2B24P"
"49404","ENSG00000202532","RNU6-395P"
"49405","ENSG00000244563","RPS26P19"
"49406","ENSG00000110171","TRIM3"
"49412","ENSG00000136715","SAP130"
"49413","ENSG00000156096","UGT2B4"
"49414","ENSG00000185880","TRIM69"
"49415","ENSG00000165802","NSMF"
"49416","ENSG00000157764","BRAF"
"49417","ENSG00000173610","UGT2A1"
"49418","ENSG00000154485","MMP21"
"49420","ENSG00000213736","BRI3P2"
"49421","ENSG00000188690","UROS"
"49422","ENSG00000118308","IRAG2"
"49423","ENSG00000239437","RN7SL752P"
"49424","ENSG00000248659","CARMIL2P1"
"49425","ENSG00000110492","MDK"
"49426","ENSG00000173757","STAT5B"
"49427","ENSG00000159692","CTBP1"
"49428","ENSG00000182923","CEP63"
"49429","ENSG00000166984","TCP10L2"
"49430","ENSG00000112280","COL9A1"
"49431","ENSG00000166147","FBN1"
"49432","ENSG00000259933","PKD1-AS1"
"49434","ENSG00000284008","MIR6511B1"
"49437","ENSG00000265867","MIR4516"
"49438","ENSG00000264397","MIR3180-5"
"49439","ENSG00000167964","RAB26"
"49440","ENSG00000227853","C6orf47-AS1"
"49441","ENSG00000237369","UBDP1"
"49442","ENSG00000230475","ABHD16A"
"49444","ENSG00000141564","RPTOR"
"49445","ENSG00000125637","PSD4"
"49446","ENSG00000130598","TNNI2"
"49447","ENSG00000255364","SMILR"
"49449","ENSG00000235165","CDK5P1"
"49450","ENSG00000212122","TSSK1B"
"49452","ENSG00000251741","RNU4ATAC13P"
"49453","ENSG00000047188","YTHDC2"
"49454","ENSG00000259096","SHLD2P2"
"49455","ENSG00000164961","WASHC5"
"49456","ENSG00000176438","SYNE3"
"49457","ENSG00000088727","KIF9"
"49458","ENSG00000206630","SNORD60"
"49460","ENSG00000131653","TRAF7"
"49461","ENSG00000142186","SCYL1"
"49462","ENSG00000231292","IGKV1OR2-108"
"49464","ENSG00000143947","RPS27A"
"49465","ENSG00000095397","WHRN"
"49466","ENSG00000252481","SCARNA13"
"49467","ENSG00000182512","GLRX5"
"49468","ENSG00000171444","MCC"
"49469","ENSG00000187621","TCL6"
"49470","ENSG00000197826","CFAP299"
"49471","ENSG00000253167","WASHC5-AS1"
"49472","ENSG00000156831","NSMCE2"
"49473","ENSG00000225328","LINC01594"
"49474","ENSG00000236877","SETD6P1"
"49475","ENSG00000227597","WASF1P1"
"49476","ENSG00000198203","SULT1C2"
"49478","ENSG00000138696","BMPR1B"
"49479","ENSG00000153956","CACNA2D1"
"49480","ENSG00000231573","HCG25"
"49481","ENSG00000238216","HCG20"
"49482","ENSG00000224619","HCG18"
"49483","ENSG00000177558","FAM187B"
"49485","ENSG00000262497","FAM187B2P"
"49488","ENSG00000105698","USF2"
"49489","ENSG00000225693","LAGE3P1"
"49490","ENSG00000086061","DNAJA1"
"49492","ENSG00000213231","TCL1B"
"49493","ENSG00000167971","CASKIN1"
"49494","ENSG00000242170","RN7SL329P"
"49495","ENSG00000173334","TRIB1"
"49496","ENSG00000251553","DDX18P4"
"49497","ENSG00000174136","RGMB"
"49498","ENSG00000139574","NPFF"
"49499","ENSG00000242461","RPS15AP32"
"49500","ENSG00000122692","SMU1"
"49501","ENSG00000186710","CFAP73"
"49502","ENSG00000258451","EGILA"
"49503","ENSG00000258810","LINC03058"
"49508","ENSG00000254300","LINC01111"
"49509","ENSG00000258233","ARHGAP42P5"
"49511","ENSG00000123064","DDX54"
"49513","ENSG00000257504","LINC02297"
"49515","ENSG00000254139","LINC03018"
"49518","ENSG00000257731","SSBP3P4"
"49520","ENSG00000227460","SYNGAP1"
"49523","ENSG00000239200","RPL22P20"
"49526","ENSG00000250162","CSNK1A1P3"
"49531","ENSG00000277529","NF1P10"
"49533","ENSG00000153922","CHD1"
"49538","ENSG00000167965","MLST8"
"49545","ENSG00000244306","DUXAP10"
"49550","ENSG00000170345","FOS"
"49551","ENSG00000199994","RNA5SP145"
"49552","ENSG00000112053","SLC26A8"
"49554","ENSG00000174946","GPR171"
"49556","ENSG00000254027","LNMICC"
"49557","ENSG00000174944","P2RY14"
"49558","ENSG00000254266","PKIA-AS1"
"49559","ENSG00000086062","B4GALT1"
"49560","ENSG00000239570","SETP11"
"49561","ENSG00000265092","MIR4484"
"49562","ENSG00000107949","BCCIP"
"49564","ENSG00000261209","SULT1C2P2"
"49565","ENSG00000138271","GPR87"
"49566","ENSG00000127081","ZNF484"
"49567","ENSG00000253479","LINC01603"
"49568","ENSG00000271070","GMCL1P2"
"49569","ENSG00000198075","SULT1C4"
"49570","ENSG00000119660","DPPA5P4"
"49571","ENSG00000140044","JDP2"
"49572","ENSG00000263155","MYZAP"
"49573","ENSG00000181631","P2RY13"
